analysis_rank,rank,param_id,source_symbol,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,data_mode_used,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,combined_rank,daily_analysis_rank,daily_rank,daily_param_id,source_symbol_candidate,sma_candidate,ema_candidate,fib_floor_candidate,fib_band_candidate,rw_candidate,eb_candidate,rw_lookback_candidate,confirm_enabled_candidate,confirm_ema_period_candidate,confirm_min_distance_candidate,confirm_mode_candidate,assets_with_real_4h,assets_with_daily_fallback,total_trades_candidate,win_rate_candidate,expectancy_candidate,total_profit_candidate,total_return_candidate,score_expectancy,score_win_rate,score_drawdown,score_consistency,composite_score,drawdown_headroom_pct_pts,consistency_headroom_pct_pts,win_rate_sig,expectancy_sig,max_dd_pct_sig,consistency_sig,metric_duplicate_count,cluster_label,cluster_size,best_expectancy_flag,best_win_rate_flag,best_drawdown_flag,best_consistency_flag,ai_note
22,59,cand_028_ETH_USDT__4h_ema20_dist0.000,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,20,0.0,"1D, 4H->1D",67,44,0.5223880597014925,1.3482305401409138,90.33144618944122,0.0180662892378882,5090.331446189452,5128.295861029595,104.634839819636,2.0654238950731627,False,12.915398965493791,True,4,59,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,20,0.0,close_above_ema,4,6,93,0.2795698924731182,193.8013114879588,18023.52196838017,1.8023521968380165,0.35044547077046295,0.21748400852878427,0.26731820363281367,0.5934558924695867,34.918173612233815,0.9345761049268373,7.084601034506209,0.522388,1.348231,2.065424,12.915399,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=20 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
23,37,cand_028_ETH_USDT__4h_ema15_dist0.008,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,15,0.008,"1D, 4H->1D",56,37,0.5178571428571429,1.2559186819543076,70.33144618944122,0.0140662892378882,5070.33144618945,5111.629194362927,94.634839819636,1.868030378856821,False,16.588122808170233,True,4,37,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,15,0.008,close_above_ema,4,6,78,0.2948717948717949,236.88639331517493,18477.138678583644,1.8477138678583644,0.27150841020232847,0.17346938775510257,0.6927851977909578,0.28081629233417016,33.31155885346162,1.131969621143179,3.411877191829767,0.517857,1.255919,1.86803,16.588123,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=15 | 4h_dist=0.008,1,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.008. Belongs to the more redundant ETH parameter family.
24,54,cand_030_ETH_USDT__4h_ema15_dist0.000,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,close_above_ema,15,0.0,"1D, 4H->1D",66,43,0.5151515151515151,1.3434057503450685,88.66477952277452,0.0177329559045549,5088.664779522785,5126.749412841844,104.634839819636,2.0654238950731627,False,13.15817478987805,True,4,54,5,30,cand_030_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,15,0.0,close_above_ema,4,6,91,0.2747252747252747,204.41207101091865,18601.4984619936,1.86014984619936,0.34631973078618844,0.14718614718614711,0.26731820363281367,0.5727896676431841,32.60300168269023,0.9345761049268373,6.84182521012195,0.515152,1.343406,2.065424,13.158175,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=15 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
25,24,cand_008_AVAX_USDT__4h_ema25_dist0.000,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,25,0.0,"1D, 4H->1D",81,56,0.5555555555555556,1.1111111111111105,89.99999999999996,0.0179999999999999,5090.000000000014,5198.551147765586,112.14183706392124,2.189444984577708,False,12.962962962962973,True,4,24,2,8,cand_008_AVAX_USDT,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,25,0.0,close_above_ema,4,6,125,0.248,663.410441628167,82926.30520352087,8.292630520352088,0.14768158865501427,0.5396825396825401,0.0,0.5894070203554311,30.449059502097626,0.8105550154222918,7.037037037037027,0.555556,1.111111,2.189445,12.962963,1,AVAX/USDT | fib=0.436 | rw_lb=21 | 4h_ema=25 | 4h_dist=0.000,2,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000. Belongs to the highest-edge AVAX parameter family.
26,53,cand_030_ETH_USDT__4h_ema20_dist0.000,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,close_above_ema,20,0.0,"1D, 4H->1D",64,42,0.515625,1.2812205133766854,81.99811285610787,0.0163996225712215,5081.998112856118,5126.749412841844,104.634839819636,2.0654238950731627,False,14.227969718205102,True,4,53,5,30,cand_030_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,20,0.0,close_above_ema,4,6,90,0.2777777777777778,205.11351525399985,18460.216372859984,1.8460216372859983,0.2931443325930962,0.15178571428571433,0.26731820363281367,0.48172367059415644,29.035531982440627,0.9345761049268373,5.772030281794898,0.515625,1.281221,2.065424,14.22797,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=20 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
27,20,cand_008_AVAX_USDT__4h_ema25_dist0.004,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,25,0.004,"1D, 4H->1D",78,54,0.5512820512820513,1.047008547008547,81.66666666666667,0.0163333333333333,5081.66666666668,5175.872266979545,112.14183706392124,2.189444984577708,False,14.28571428571429,True,4,20,2,8,cand_008_AVAX_USDT,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,25,0.004,close_above_ema,4,6,122,0.2540983606557377,682.1730752662886,83225.1151824872,8.32251151824872,0.0928666592999149,0.49816849816849873,0.0,0.4768081802743319,25.240709135196127,0.8105550154222918,5.71428571428571,0.551282,1.047009,2.189445,14.285714,3,AVAX/USDT | fib=0.436 | rw_lb=21 | 4h_ema=25 | 4h_dist=0.004,2,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004. Belongs to the highest-edge AVAX parameter family.
28,17,cand_008_AVAX_USDT__4h_ema20_dist0.004,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,20,0.004,"1D, 4H->1D",78,54,0.5512820512820513,1.0470085470085468,81.66666666666666,0.0163333333333333,5081.66666666668,5190.217814432252,112.14183706392124,2.189444984577708,False,14.285714285714294,True,4,17,2,8,cand_008_AVAX_USDT,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,20,0.004,close_above_ema,4,6,119,0.2689075630252101,705.9152671298941,84003.9167884574,8.40039167884574,0.09286665929991472,0.49816849816849873,0.0,0.4768081802743316,25.240709135196116,0.8105550154222918,5.714285714285706,0.551282,1.047009,2.189445,14.285714,3,AVAX/USDT | fib=0.436 | rw_lb=21 | 4h_ema=20 | 4h_dist=0.004,2,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 20 and minimum distance 0.004. Belongs to the highest-edge AVAX parameter family.
29,22,cand_008_AVAX_USDT__4h_ema30_dist0.000,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,30,0.0,"1D, 4H->1D",78,54,0.5512820512820513,1.0470085470085466,81.66666666666664,0.0163333333333333,5081.66666666668,5175.872266979545,112.14183706392124,2.189444984577708,False,14.285714285714295,True,4,22,2,8,cand_008_AVAX_USDT,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,30,0.0,close_above_ema,4,6,124,0.2580645161290322,673.0102799496864,83453.27471376111,8.34532747137611,0.09286665929991453,0.49816849816849873,0.0,0.4768081802743315,25.240709135196106,0.8105550154222918,5.714285714285705,0.551282,1.047009,2.189445,14.285714,3,AVAX/USDT | fib=0.436 | rw_lb=21 | 4h_ema=30 | 4h_dist=0.000,2,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.000. Belongs to the highest-edge AVAX parameter family.
30,58,cand_028_ETH_USDT__4h_ema25_dist0.000,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,25,0.0,"1D, 4H->1D",66,44,0.5151515151515151,1.1877481161575385,78.39137566639754,0.0156782751332795,5078.391375666408,5128.295861029595,104.634839819636,2.0654238950731627,False,14.882589529127998,True,4,58,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,25,0.0,close_above_ema,4,6,93,0.2903225806451613,196.5536239175155,18279.48702432894,1.827948702432894,0.2132148801296739,0.14718614718614711,0.26731820363281367,0.42599934045271215,25.008525365902777,0.9345761049268373,5.117410470872002,0.515152,1.187748,2.065424,14.88259,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=25 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
31,23,cand_008_AVAX_USDT__4h_ema20_dist0.000,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,20,0.0,"1D, 4H->1D",82,57,0.5487804878048781,0.9756097560975606,79.99999999999997,0.0159999999999999,5080.000000000014,5188.551147765586,112.14183706392124,2.189444984577708,False,14.583333333333345,True,4,23,2,8,cand_008_AVAX_USDT,AVAX/USDT,30,20,0.236,0.436,0.002,0.068,21,True,20,0.0,close_above_ema,4,6,125,0.264,669.5684077970315,83696.05097462893,8.369605097462893,0.03181263229464065,0.4738675958188159,0.0,0.4514734412560838,21.989600850904495,0.8105550154222918,5.416666666666655,0.54878,0.97561,2.189445,14.583333,1,AVAX/USDT | fib=0.436 | rw_lb=21 | 4h_ema=20 | 4h_dist=0.000,2,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000. Belongs to the highest-edge AVAX parameter family.
32,48,cand_023_ETH_USDT__4h_ema20_dist0.000,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,close_above_ema,20,0.0,"1D, 4H->1D",63,41,0.5079365079365079,1.1640211640211628,73.33333333333326,0.0146666666666666,5073.333333333343,5108.41607950851,104.634839819636,2.0654238950731627,False,15.909090909090931,True,4,48,4,23,cand_023_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,20,0.0,close_above_ema,4,6,88,0.2840909090909091,219.0816462904526,19279.18487355983,1.927918487355983,0.19292565732906453,0.07709750566893399,0.26731820363281367,0.3386186947202534,20.79857361530195,0.9345761049268373,4.090909090909069,0.507937,1.164021,2.065424,15.909091,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=20 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
33,42,cand_028_ETH_USDT__4h_ema20_dist0.004,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,20,0.004,"1D, 4H->1D",60,40,0.5166666666666667,1.1444129920462425,68.66477952277454,0.0137329559045549,5068.664779522784,5119.962527696261,104.634839819636,2.0654238950731627,False,16.990758213673583,True,4,42,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,20,0.004,close_above_ema,4,6,86,0.3023255813953488,228.04086665977803,19611.51453274091,1.9611514532740912,0.17615845656829313,0.16190476190476247,0.26731820363281367,0.24654206492991326,20.49037039876386,0.9345761049268373,3.0092417863264167,0.516667,1.144413,2.065424,16.990758,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=20 | 4h_dist=0.004,1,False,False,False,False,Uses a 4H confirmation filter with EMA 20 and minimum distance 0.004. Belongs to the more redundant ETH parameter family.
34,51,cand_030_ETH_USDT__4h_ema25_dist0.000,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,close_above_ema,25,0.0,"1D, 4H->1D",63,42,0.5079365079365079,1.112032417985146,70.0580423330642,0.0140116084666128,5070.058042333074,5126.749412841844,104.634839819636,2.0654238950731627,False,16.6528585129484,True,4,51,5,30,cand_030_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,25,0.0,close_above_ema,4,6,90,0.2888888888888888,207.9575714312084,18716.181428808755,1.871618142880876,0.14846941004596237,0.07709750566893399,0.26731820363281367,0.2753056833901606,17.976344733791517,0.9345761049268373,3.3471414870516014,0.507937,1.112032,2.065424,16.652859,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=25 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
35,39,cand_030_ETH_USDT__4h_ema15_dist0.004,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,close_above_ema,15,0.004,"1D, 4H->1D",59,39,0.5084745762711864,1.135561234849286,66.99811285610788,0.0133996225712215,5066.998112856117,5107.878981634728,104.634839819636,2.0654238950731627,False,17.41342579562386,True,4,39,5,30,cand_030_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.008,0.053,25,True,15,0.004,close_above_ema,4,6,84,0.2857142857142857,233.54805292523136,19618.036445719437,1.9618036445719436,0.16858920481974637,0.08232445520581094,0.26731820363281367,0.21056260405249527,17.516349702542577,0.9345761049268373,2.5865742043761415,0.508475,1.135561,2.065424,17.413426,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=15 | 4h_dist=0.004,2,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.004. Belongs to the more redundant ETH parameter family.
36,47,cand_023_ETH_USDT__4h_ema15_dist0.000,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,close_above_ema,15,0.0,"1D, 4H->1D",61,40,0.5081967213114754,1.092896174863387,66.6666666666666,0.0133333333333333,5066.666666666676,5108.41607950851,104.634839819636,2.0654238950731627,False,17.50000000000003,True,4,47,4,23,cand_023_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,15,0.0,close_above_ema,4,6,88,0.2840909090909091,220.80076093969825,19430.466962693445,1.9430466962693445,0.13210576173443908,0.07962529274004695,0.26731820363281367,0.2031929988772575,16.024558029407963,0.9345761049268373,2.4999999999999716,0.508197,1.092896,2.065424,17.5,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=15 | 4h_dist=0.000,3,False,False,False,False,Uses a 4H confirmation filter with EMA 15 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
37,45,cand_028_ETH_USDT__4h_ema30_dist0.004,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,30,0.004,"1D, 4H->1D",61,41,0.5081967213114754,1.039202879777009,63.39137566639754,0.0126782751332795,5063.391375666407,5119.962527696261,104.634839819636,2.0654238950731627,False,18.40418597012863,True,4,45,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,30,0.004,close_above_ema,4,6,84,0.3095238095238095,223.20726380757324,18749.410159836152,1.8749410159836155,0.08619193257320253,0.07962529274004695,0.26731820363281367,0.12622441853796962,12.878202401978928,0.9345761049268373,1.59581402987137,0.508197,1.039203,2.065424,18.404186,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=30 | 4h_dist=0.004,1,False,False,False,False,Uses a 4H confirmation filter with EMA 30 and minimum distance 0.004. Belongs to the more redundant ETH parameter family.
38,44,cand_023_ETH_USDT__4h_ema30_dist0.000,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,close_above_ema,30,0.0,"1D, 4H->1D",62,41,0.5,0.9902139162949932,61.39326281028959,0.0122786525620579,5061.393262810299,5107.878981634728,104.634839819636,2.0654238950731627,False,19.00317092238226,True,4,44,4,23,cand_023_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,30,0.0,close_above_ema,4,6,83,0.3012048192771084,223.89212631463025,18583.04648411431,1.8583046484114312,0.04430083804304081,0.0,0.26731820363281367,0.07523599033552708,8.401613210873244,0.9345761049268373,0.9968290776177398,0.5,0.990214,2.065424,19.003171,2,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=30 | 4h_dist=0.000,2,False,False,False,False,Very close to the 20% consistency ceiling. Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
39,46,cand_023_ETH_USDT__4h_ema25_dist0.000,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,close_above_ema,25,0.0,"1D, 4H->1D",62,41,0.5,0.9902139162949932,61.39326281028959,0.0122786525620579,5061.393262810299,5108.41607950851,104.634839819636,2.0654238950731627,False,19.00317092238226,True,4,46,4,23,cand_023_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.011,0.053,25,True,25,0.0,close_above_ema,4,6,88,0.2954545454545454,221.99034010805232,19535.149929508603,1.9535149929508604,0.04430083804304081,0.0,0.26731820363281367,0.07523599033552708,8.401613210873244,0.9345761049268373,0.9968290776177398,0.5,0.990214,2.065424,19.003171,2,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=25 | 4h_dist=0.000,3,False,False,False,False,Very close to the 20% consistency ceiling. Shares identical outcome metrics with another survivor; treat as a threshold duplicate. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
40,49,cand_028_ETH_USDT__4h_ema25_dist0.004,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,25,0.004,"1D, 4H->1D",61,41,0.5081967213114754,0.9617176970946648,58.66477952277456,0.0117329559045549,5058.664779522784,5109.962527696261,104.634839819636,2.0654238950731627,False,19.88700334608348,True,4,49,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,25,0.004,close_above_ema,4,6,88,0.3068181818181818,213.33932702217228,18773.86077795116,1.877386077795116,0.01993335346232708,0.07962529274004695,0.26731820363281367,0.0,8.034663762338894,0.9345761049268373,0.1129966539165217,0.508197,0.961718,2.065424,19.887003,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=25 | 4h_dist=0.004,1,False,False,False,False,Very close to the 20% consistency ceiling. Uses a 4H confirmation filter with EMA 25 and minimum distance 0.004. Belongs to the more redundant ETH parameter family.
41,60,cand_028_ETH_USDT__4h_ema30_dist0.000,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,30,0.0,"1D, 4H->1D",64,43,0.5,0.9384069114541282,60.05804233306421,0.0120116084666128,5060.058042333074,5109.962527696261,104.634839819636,2.0654238950731627,False,19.425652607800263,True,4,60,3,28,cand_028_ETH_USDT,ETH/USDT,30,20,0.236,0.436,0.005,0.053,25,True,30,0.0,close_above_ema,4,6,89,0.2921348314606741,193.54141068831032,17225.18555125962,1.722518555125962,0.0,0.0,0.26731820363281367,0.03927235384894434,6.13181114963516,0.9345761049268373,0.5743473921997371,0.5,0.938407,2.065424,19.425653,1,ETH/USDT | fib=0.436 | rw_lb=25 | 4h_ema=30 | 4h_dist=0.000,2,False,False,False,False,Very close to the 20% consistency ceiling. Uses a 4H confirmation filter with EMA 30 and minimum distance 0.000. Belongs to the more redundant ETH parameter family.
